,text,c_label
413,-follow is deprecated in favor of -L in newer versions of find.,False
414,"Also, if you're continually changing your unit tests then you've lost all consistency in your testing and you'll even potentially be creating bugs in the unit tests themselves.",False
415,"nope, in my case, those new private functions are really part of the larger algorithm represented by the public function. 
That function is divided in smaller parts, which are not utility, but steps of a larger process. Hence the need to unit-test them (rather than unit-test the whole algo at once)",False
416,"The "":n"" method is better since it should respect the user's locale.",False
417,"Of course the database that you put in the ""using"" statement will have to exist first.",False
418,"This is true, but it's not guaranteed to give you commas at the thousand point because it respect the user's locale.",False
419,"The javadocs for Connection#close method says that ""releases this Connection object's database and JDBC resources immediately"". I think the problem is that some bad implementations don't do the right job. When pools don't close related resources, are they doing the wrong thing?",False
420,"Man, maybe we need a Closable interface, huh?",False
421,"I like this question! ""Tell me all the uses of technique X, EXCEPT the main practical use of technique X""",False
422,"Registering in the .sln is optional, but recommended. The registration makes sure AnkhSVN becomes the active SCC when you use multiple SCC providers next to each other. You can remove the marking by unbinding the solution in File->Subversion->Change Source Control.",False
423,don't forget about null if it is possible in your list.  You'll get NullPointerExceptions from this example with nulls.,False
424,Generally 'someobj is None' is preferable to 'someobj == None',False
425,cgi-bin? That's old school. I like it!,False
426,coded with recursion by the Matrix architect :),False
427,Don't forget J2ME!,False
428,"Just a note, setting dataType to ""json"" automatically sets the contentType to ""application/json"".",False
429,"ntoh hton will work fine, even if it doesn't have anything to do with networking.",False
430,It's also why they created EULAs.,False
431,"I will add to this, that you are an expert in C when you have made all possible mistakes :P",False
432,"Wouldn't the title be better phrased as say, 'What is a simple explanation of Big-O?', etc.",False
433,This has been answered pretty well so I won't bother. I just wanted to say I love the title of your question! Using the concept that you don't really understand something until you can explain it to an 8yr old is a great way to phrase the question.,False
434,"I've been writing JavaScript professionally for 10 years now and I learned a thing or three from this thread. Thanks, Alan!",False
435,Original sys.stdout is still available as sys.__stdout__. Just in case you need it =),False
436,Did you honestly just suggest ROT13 in a crypto post?,True
437,"Good explanation, although it should be noted that it is what it says - ""a way of thinking about it"" rather than the literal truth. For instance, if for half the elements you do something with half the other elements, that's still O(n^2)",False
438,Some IDEs will flag an overridden method that is missing the @Override annotation as well.,False
439,"i dont necessarily agree with this as these classes are ""public"" to other classes inside the DLL and the functionality of the class should be tested indepdently",False
440,"SVN and Bazaar track directories. Mercurial, Git, and CVS do not.",False
441,"Ha ha you said bloat.

Emacs used to seem huge.  Now, in comparison to run-time footprints of Java, Ruby, and probably a pile of other stuff, it looks quite lean.

Regardless, I think Chris' question gets at a perfectly legitimate use of Emacs.",False
442,"Very obviously bypassable, if a malicious user bothers to look at it. While I'm sure you're aware of this, I guess you're assuming that they won't bother... Well, if it's not a site of any value, then you're right and they wont bother - but if it is, then they will, and get around it easy enough...",False
443,"It's two calls to the DB that's the problem, you end doubling the number of roundtrips to the DB. If the app hits the db with lots of inserts/updates it'll hurt performance. UPSERT is a better strategy.",False
444,This is the Hamming weight BTW.,False
445,"FWIW, the inspect module gives you a more reliable method than relying on __dict__, which not all instances have.",False
446,"+1  I personally think this syntax is cleaner than using __dict__, since attributes with double underscores are supposed to be ""private"" in Python syntax.",False
447,"I've always wondered why they didn't just support specifying an offset as part of TOP (like MySQL/Posgresql support with LIMIT/OFFSET). Eg, they could just have the syntax  ""SELECT TOP x,y ...."" where x = number of rows, y = starting offset. It would also be backwards compatible.",False
448,I had originally accepted devinmoore's answer but I really like this one better. Not only does it describe the table but it also shows the metadata such as column descriptions and if there are any OIDs.,False
449,"""Please don't assume Common Lisp is only useful for Databases, Unit Test Frameworks, Spam Filters, ID3 Parsers, Web Programming, Shoutcast Servers, HTML Generation Interpreters, and HTML Generation Compilers  just because these are the only things happened to be implemented in the book Practical CL""",False
450,"It seems silly to me that there's no API for this.

I don't really care about the performance as such, but calling iptables feels like a horribly hacky way of doing things.",False
451,"@Zach, exactly! It's easy, after spending years working with class-based OO languages, to forget that they are merely one implementation of OO concepts. Of course, the various libraries that attempt to cram quasi-class-based OO into JS don't help either...",False
452,"You might think it's unnecessary concision, but having to type a variable name twice to use it once is twice the number of points of failure. It's perfectly readable to people who know the language, and it's even in our <i>Learning Perl</i> course.",False
453,"This really isn't specific to the Linux kernel or about macros, but a compiler optimization.  Should this be retagged to reflect that?",False
454,"The documentation is saying TreeMap sorts its *keys* based on their natural ordering or by a Comparator you provide.  But the sorting is based on the keys, not the values.  A Comparator that compared the values would give a tree structure the same as using the value as the key in the first place.",False
455,It's been pretty smooth for me on Ubuntu/Linux. Dependencies auto install (gems and through apt-get.),False
456,"I still like this one better.  The upsert seems more like programming by side effect, and I have *never* seen the piddly little clustered index seek of that initial select to cause performance problems in a real database.",False
457,In my opinion Pirates aren't likely to ever pay for your software anyway so I don't worry about them much. Write great software and you will make money.,False
458,"No offence, but ""Write great software and you'll make money"" is just partly true. Consider MS Office. Criticism aside, it is good software. Yet, world average, over 70% of Office copies are illegal. Wouldn't MS earn much more if it wasn't for piracy? Is piracy really directly related to SW quality?",True
459,"Thats not exactly true, there are ignorant users who will just take software because they simply do not think about it.  Normal people will steal if they don't think about it.",False
460,"@petr k.: I don't agree. One important side effect of piracy is in fact the popularity of MSOffice (MSWindows for that matter). MS will lose if it can curb piracy completely.
@Mike: That is a very good point. By putting licensing server, etc. we are only making things difficult for our paid customer",False
461,It is not for CherryPy. Think of CherryPy as a GUI toolkit.,False
462,"It's really trivial, but using `-exec` will launch `git-rm` once for every .DS_Store file, while `xargs` will put all the paths on one command line.  Mostly I prefer `xargs` because I don't have to worry about escaping a lot of special characters.",False
463,"Also, anything that uses __slots__.",False
464,Also this algorithm is O(n log n) and biased by the Qsort algorithm. See my answer for an O(n) unbiased solution.,False
465,"I agree. I always get upset at the FBI ""you wouldn't steal a car"" intros to DVDs I've actually paid for!",False
466,"That is assuming, of course, that THEY understand enough to give a proper appraisal.",False
467,"Not when you add indenting into the mix. If you use 4 spaces per indent, and you're in something like, namespace->class->method->if->for, that's 1/5th of your space blown.",False
468,"I didn't downvote, and please notice what I actually said: you can't get a list of instance attributes *given just a class*, which is what the code accompanying the question tries to do.",True
469,"This shouldn't be considered a downside of jQuery.  You can write ugly, unmaintainable code in any language or framework.  No need to knock jQuery for a power-feature that people abuse.",True
470,"Please do not update your question to include a second question. If you have a new question, post a new question. That’s how Stack Overflow is meant to work.",True
471,"Makes your application dependent on Svn internals. Sorry, a no-no",True
472,"In C#, a property with a get and set compiles to a pair of methods like get_PropertyName() and set_PropertyName(type value).  The property syntax in C# is just syntactic sugar.  Properties can execute code, so it would not make sense for them to compile down to the same code as a field.",False
473,"That's right, but we sometimes use printouts for code reviews. Without a color printer, you will have no highlighting ...",False
474,"Can those giving me down votes please clarify? The question is ""what do you use"", not ""what is the best and only way"". Even if it was ""what is the best and only way"", certainly everyone can have very different point of view as to what works best for him as an individual, isn't that right?",False
475,"So without a color printer for the 1% of your time you spend on code reviews, you have to spend the other 99% with hard-to-read code?  Talk to your boss about a printer.",True
476,"When iterating with `for`, use [hasOwnProperty](http://developer.mozilla.org/en/Core_JavaScript_1.5_Reference/Global_Objects/Object/hasOwnProperty) to ensure interoperability.",False
477,"""heuristics"" - so the browser isn't quite detecting it, it's making an educated guess. ""works really well"" - so it doesn't work all the time then? Sounds to me like we're in agreement.",False
478,"I agree that the config needs to be properly protected.  However knowing how to do that is the business of system administrators, not developers.

I disagree on the value of strong encryption in this case.  If you can't protect your config file, what makes you think you can protect your keys?",True
479,"if you are leaking in C#, you'll leak other things in WPF. Fix your code before thinking a new tool will magically fix all your problems.",True
480,"`-e examples' slide: on Windows I prefer q() and qq() instead of quotes. It allows me to use the same one-liner of Linux by replacing just two outside quotes. Windows: perl -E""say q(Hello, World)"". Linux: perl -E'say q(Hello, World)'",False
481,"@Lou, exactly - personally, i store a revision history in my variable names: string firstName_wasName_wasNameID_wasSweetCupinCakes",False
482,"I don't know if I'd really consider that a Python feature, most RE engines have a verbose option.",False
483,"Once you have the prime factorization, figuring out how many factors there are is straightforward.  Suppose the prime factors are p1, p2, ..., pk and they are repeated m1, m2, ..., mk times.  Then there are (1+m1)(1+m2)...(1+mk) factors.",False
484,"""What the heck, I can just pick a better language and get it for free""
Ummm, what do you mean? I'm especially confused by ""for free"". And what other language did you had in mind?",True
485,"Not so clever, that checks if a key is present, not if a value is.  x in list; only works because x[1] != null, not because the value 1 is there.",True
486,"Not if it's null, if it's considered false. a = 0 || 42; will give you 42.  This is comparable with Python's or, not C#'s ?? operator.  If you want the C# behavior, do a = (b === null) ? c : b;",False
487,If done correctly it will be almost invisible to legitimate users. And don't underestimate the impact of casual piracy on the bottom line. There are a lot of markets where demand is fairly inflexible that 'DRM' can make a huge difference in revenue.,False
488,I... didn't even know you could do that.,True
489,Note that the builtin callable is being removed in Python 3.0 in favor of checking for __call__,False
490,"There is no such thing as ""virtual classes"" in C++.
There are however ""virtual base classes"" which are ""virtual"" regarding a given inheritance.

What you refer is what is officially called ""abstract classes"".",False
491,"Nice analogy, although slightly unfair. Compare:

vUsing adjHungarian nNotation vMakes nReading nCode adjDifficult.",False
492,"Nothing stop Java from having an utility class that do UrlUtil.open(""www.google.com"").read().",False
493,"Carl: I disagree, this is from the guide: The preferred way of wrapping long lines is by using Python's implied line continuation inside parentheses, brackets and braces.  If necessary, you can add an extra pair of parentheses around an expression, but sometimes using a backslash looks better.",False
494,"BeyondCompare is great IMO, better than all the integrated-with-version-control diff tools and ide-packaged or OS standard diff tools I've ever used. +1",False
495,One thing to note is that SQL Server 2008 includes a separate DATE datatype for storing just dates without the time component.  More info here:  http://www.sql-server-performance.com/articles/dev/datetime_2008_p1.aspx,False
496,+1 Looks like this one is 35% faster than the double convert() method commonly used (which I also have used for years).  Nice one.,False
497,"Amazingly extensive answer, thank you! I learned something today!",False
498,That's evil.  :),False
499,there is a directory traversal vulnerability in this script! An attacker can pass in xfer.php?file=../../../passwd or whatever else they want! Be careful!!!,False
500,"Why not fix the name of the variable instead of complaining about var?
    var userID = GetUserID();
It is not actually very important if userID is string or int, it is something that identify user and should be accepted by relevant functions.",False
501,"I think the strict answer is actually Torsten Marek's response. The ssh-agent trick may be what you are looking for, but it's an answer to a different question.",False
502,"After a bit of research you can also use the -filter clause of Get-WmiObject:

$app = Get-WmiObject -Class Win32_Product -filter ""select * from Win32_Product WHERE name = 'Software Name'""",False
503,'mutable' does not affect bitwise/logical constness at all.  C++ is *only* bitwise const and the 'mutable' keyword can be used to exclude members from this checking.  It is not possible to achieve 'logical' const in C++ other than via abstractions (eg. SmartPtrs).,False
504,"It's not useless since it's standard : the more you implement it, the more it will likely be implemented by browsers. That does not mean you should not find another way to compensate, but using this as a complement seems good to me.",False
505,"What a terrible idea ! I have flash in my browser but flashblock too. On that website, my browser display an horrible defaced page. Flash should stay something that you use for big animations or movies. Too much flash is wery anoying and visualy, my my...",True
506,You need to be careful with this one. Zero and the empty string convert to false as well.,False
507,"PGAdmin is better now than it used to be. It still leaves a lot to desire, but it is usable.",False
508,"Note that Joels example is in VBScript, a language that long didn't have user-defined classes. In a OO-language you would just create a HtmlEncodedString-type and have the Write method accept only that. ""Apps hungarian"" are only useful in languages without user-defined types.",False
509,CRCs are designed for error detection and correction. Their distribution characteristics are typically not very good.,False
510,"but immutability doesn't really scale to complex objects, or does it?",False
511,"I support this answer, it is superior to mine. Well done Torsten :)",False
512,"Excelent point regarding a pointer being NULL.  If you have a pointer parameter then you must either check explicitly that it is not NULL, or search all usages of the function to be sure that it
 is never NULL.  This effort is not required for references.",False
513,"I've found Meld to be pretty powerful also, although it does tend to be a sluggish on very large files.",False
514,its worth noting that fieldsets are to be used for forms only.,False
515,"You can, but I'm pretty sure every sane JavaScript guy would want you drawn and quartered.",False
516,"I sincerely doubt it is essential for functional programming (as I noted in my own answer). Also, Turing machines are practically never (if ever) used to understand imperative programming.",False
517,This will always return the line number of the return statement in the called method and not necessarily the line number of the method call.,False
518,It's poor form to rely on exceptions that are not exceptional. It's a bad habit that i wouldn't want anyone to get into. And i especially wouldn't want do it in a library routine where people will be trusting that it works and well.,False
519,Just out of interest: Why string.Concat() rather than '+'?,False
520,7 seconds between asking and answering it yourself? Isn't that abusing the system a little?,True
521,"In older versions of iconv, like that on OSX or in fink, there is no -o flag.  Redirecting stdout should always work, however.",False
522,NTP (the protocol) is capable of and can easily hold better than 1 millisecond precision between machines on the same LAN. I voted you down because what you describe is not accurate.,False
523,"When defining decorators, I'd recommend decorating the decorator with @decorator. It creates a decorator that preserves a functions signature when doing introspection on it. More info here: http://www.phyast.pitt.edu/~micheles/python/documentation.html",False
524,I had no idea this was possible - an interesting trick! It would have helped some recent tasks considerable to know this - cheers!,False
525,"Apparently the IE team thought it was different enough to call out with a separate mime type.  But they were probably wrong in doing so:

http://groups.google.com/group/comp.infosystems.www.authoring.images/msg/7706603e4bd1d9d4?hl=en",False
526,"Well, a PEP had been set to get rid of it but Guido decided finally to keep it. I guess it's more useful than hateful. Actually the drawbacks are no so dangerous (no safety issues) and for long strings, it helps a lot.",False
527,Explain what you mean by arithmetic. A new user may not understand that you want to adjust what the pointer is pointing at.,False
528,"Managed C++ and C++/CLI are two different beasts.  Managed C++ is a hideous extension to C++ that should never have seen the light of day.  C++/CLI is officially a separate language, so new keywords can be added, and is much nicer to work with.",False
529,"Could you exapnd on this answer. How efficent is it, does it read a file a char at a time, anyway to preallocate the stirng memory?",False
530,"With Mysql Workbench you can have all that in a structured file(xml) that can be opened and handled with a GUI.

Being xml just text, yes it can be versioning without having to type single sql sentence.",False
531,Yeah I'm particularly curious about where the number 37 comes from.,False
532,Why add() can take a typed parameter but remove() can't is still a bit beyond my comprehension.  Josh Bloch would be the definitive reference for Collections questions.  It might be all I get without trying to make a similar collection implementation and see for myself. :(  Thanks.,False
533,Does anybody else think it's kind of sad that the best PHP editor is some beta release of a product that never even existed before.,False
534,C != C++.  There are differences such that not all C code will even compile in C++.,False
535,"This binds your app to the Cygwin DLL, which is really irritating, in my opinion.",True
536,I believe that Visual C++ also has a C-mode compiler.,False
537,I should clarify that this applies to Windows only.,False
538,"This has a lot of potential for usefulness, e.g., JIT ORMs",False
539,"can you provide the links saying that File.length() ""can be slow""?",False
540,i just don't have such an option. That would explain my confusion.,False
541,"i had the debug menu, but no Exceptions options. i customized the menu to manually add it; the shortcut key worked either way (Ctrl+Alt+E)",False
542,"This is generally considered a bad idea, because other code (not yours) may make assumptions about the Array object.",False
543,Just don't forget to remove the console statements before releasing your code to others who may not have Firebug installed.,False
544,Because it's more of a complaint than a question.,False
545,">>> from \_\_future\_\_ import braces
      File ""<stdin>"", line 1
    SyntaxError: not a chance

:P",False
546,on error resume next is of the devil.,True
547,"I love how no one actually answers the question. but rather tries to give the 'right' way. its obvious he didnt want that. Gotta have soime trust in people that they know what they are doing sometimes, especially when the it was stated the way it was, sheesh.",True
548,"Getting the file length will require a system call no matter how you do it.  It may be slow if its over a network or some other very slow filesystem.  There is no faster way to get it than File.length(), and the definition of ""slow"" here just means don't call it unecessarily.",False
549,"You guys are brilliant.  I'm asking ""what should I do if I ever find myself hanging off a cliff"" and your answer is ""you shouldn't ever hang off a cliff"".  Ignore the point why don't you!",True
550,"Out of curiosity, what gets inode 1?",False
551,As the co-author of Sphinx I know that one ;)  But it was a lot simpler.  Not more than a simple 4KB library that just convers text into nicer looking HTML.,False
552,Was this a question then?,False
553,Totally agree. It's all about communicating with people and restricting what could be done with a variable to what should be done.,False
554,"Skizz, check all eight edges. If the objects don't intersect one of the eight edges *will* separate them. 

Why don't you post an image showing your case? I can show you the axis..",False
555,I agree. The real lesson here is don't write code that doesn't clearly indicate it's side effects!,False
556,don't forget to add the above to your vimrc so you don't have to do it every time.,False
557,"So close, Greg. Your explanation is nearly perfect, but shifting an expression of signed type and negative value is implementation-defined. See ISO/IEC 9899:1999 Section 6.5.7.",False
558,and then i'll start my attack vector with the multi-byte char 0xbf27 which in your latin1 database will be converted by the filter fuction as 0xbf5c27 - which is a single multibyte character followed by a single quote.,False
559,Try not to safeguard against a single known attack-vector. You will end up chasing your tail until the end of time applying patch after patch to your code. Standing back and looking at the general cases will leaed to safer code and a better security-focussed mindset.,False
560,"Unfortunately it won't on solaris.  You can use it to show all the open sockets, and their state, but not which process has them open.",False
561,"I'm not aware of any proof.

The number of 37 is arbitrary, but it should be prime. Why? I'm not really sure but it has to do with modulo arthritics and properties of prime numbers which lead to go distributions.",False
562,The only thing I'd add is that this may give the wrong dimensions depending on which styles are used.  Remember you may have styles like p { letter-spacing: 0.1em; } that a DIV element would not reflect.  You must ensure that the styles in place are appropriate for where you will use the text.,False
563,see http://stackoverflow.com/questions/118370/how-do-you-use-the-ellipsis-slicing-syntax-in-python for more info,False
564,"Ditto Jim's comment - double-check to make sure the container, div in this case, does not have any other styles applied to it via css selection rules that you may not be cognizant of at the time. Strip all relevant styles from the container before applying the ones you care about before measuring.",False
565,"Randall Munroe, the creator of xkcd, discusses how he actually tested this theory during a talk at Google: http://www.youtube.com/watch?v=zJOS0sV2a24 -- start at 8:26 or so.  The talk is also exciting because Donald Knuth asks the first question!",False
566,"""the slightest alteration in the program's flow could bring catastrophic consequences ... someone could die"" - are you sure C# .NET is sufficiently deterministic for your purposes?",False
567,You should also put in white-space:nowrap if you think the text will exceed the browser width.,False
568,"I want to make a note here:  Most processors penalize you for unaligned memory access (as you mentioned), but you can't forget that many completely disallow it.  Most MIPS chips, in particular, will throw an exception on an unaligned access.",False
569,"I'd argue that if your object was so complex that immutability was impossible, you'd have a good candidate for refactoring.",False
570,"I really can't think of any language that 'stole' iostreams, which probably means it really is as bad an idea as everybody seems to think. :)",False
571,"You would probably have got the answer to this question a lot faster by just typing ""man mail"", which will show you the manual for the command.",False
572,"The x86 chips are actually rather unique in that they allow unaligned access, albeit penalized; AFAIK *most* chips will throw exceptions, not just a few.  PowerPC is another common example.",False
573,The index will change based on the JVM version. I believe it changed from 1.4 to 1.5.,False
574,If you ever wanted to use the asp.net MVC HTML helpers and define a HTML class you will be happy to know that you can use @class so it won't be recognised as the class keyword,False
575,use 'while(iFile >> x)'. This reads the integer and returns the stream. When a stream is used as bool value it checks to see if the stream is valid. Valid means eof() and bad() are both false. see http://stackoverflow.com/questions/21647/c-reading-from-text-file-until-eof-repeats-last-line#21666,False
576,I've voted this one down. I think you dilute what you're trying to indicate with const when you apply it to simple pass by value arguments.,False
577,I've voted this one up.  Declaring the parameter 'const' adds semantic information to the parameter.  They highlight what the original author of the code had intended and this will aid maintenance of the code as time goes by.,False
578,"But it's easier with jQuery, isn't it? ;)",False
579,"Duuude, don't you mean Americanized... ;-)",True
580,"I have *taught* Java, and this is the very first time I've come across this syntax... which goes to show you never stop learning =8-)",False
581,"@tonylo: you misunderstand. This is about marking a local variable as const inside a block of code (that happens to be a function). I would do the same for any local variable. It is orthogonal to having an API that is const-correct, which is indeed also important.",False
582,Valid concern. I guess strtotime() relies in your locale.,False
583,"The documentation for this class, including an example of how to cancel all other tasks after the first one completes (if that is what you want to do) can be found at http://java.sun.com/javase/6/docs/api/java/util/concurrent/ExecutorCompletionService.html",False
584,"Since mwclient uses the mediawiki api it will require no parsing of the content. And I am guessing the original poster wants the content, and not the raw html with menus and all.",False
585,"C++ template metaprogramming gives you all kind of new capabilities like passing types or list of types as arguments etc. Most of these capabilities are present in dynamically typed languages like python, with nicer syntax.",False
586,"Enabling pragmas for unaligned accesses generally cause your code to balloon in size, on processors which throw misalignment faults, as code to fix up every misalignment has to be generated. ARM also throws misalignment faults.",False
587,"This isn't really about Django is it?  Yes, you saw it first in Django, but this seems more like a pure Python thing -- maybe the Django tag isn't really appropriate.",False
588,What do you mean convert UTF-8 into Unicode. UTF-8 is a variable-length character encoding for Unicode.,False
589,"For any thickness object (BorderThickness or CornerRadius) you can specify a single number if all 4 are the same, such as CornerRadius=""8"".",False
590,"Yes it does. What you have to do is right-click and select ""Open All"" in the search results. This will open all the found files. Then in the Replace dialog, click the ""All Documents"" radio button for where to do the replacing. After it finishes, click ""Save All"".",False
591,Kerberos can use public key cryptography for its session keys. The standard was extended from the shared key mechanisms in 2006 see http://www.ietf.org/rfc/rfc4556.txt for more details,False
592,"It's true that tabs are invisible and people can't agree on the width of tabs.  But the same is also true for spaces.  When you mix tabs and spaces, things go wrong.  But why are you blaming that situation on tabs and not spaces?",False
593,"This isn't very effective.  For example, it won't count anybody with text-only browsers, which normally don't have JavaScript support.  At the very least, you should disable caching for that image.",False
594,That is much less true of the more modern java garbage collection algorithms than it ever used to be. Even the simplest algorithms don't care any more how much memory you discard just after you useit - they only care how much is retained across young-generation collections.,False
595,"If the question wanted portability, it shouldn't have specified x86 and ARM ;-)",False
596,"I'm using process here as a generalisation, not specifically an OS Process. These could be threads, but could also be completely different applications, or database connections. The pattern is the same.",False
597,"When you ""convert a string to upper case"" you create a second temporary string object.
I thought that this kind of comparison was not preferred, that the best way was: 
String.Equals(stringA, stringB, StringComparison.CurrentCultureIgnoreCase)

whcih does not create this throwaway string at all.",False
598,"No, the same is not true for spaces. People can agree on the width of spaces.",False
599,You are probably underestimating the Oracle query optimizer.,False
600,"A single space may always be the same width, but indentation with spaces is not always the same width.  I fail to see how agreeing to use tabs n spaces wide is any different to agreeing to indent with n spaces.",False
601,"As of .net 3.5, you can use Action instead of voidDelegate.",False
602,Great for small result sets. I wouldn't use it on a table with more than 10000 rows unless you've got time to spare,False
603,The first xUnit.net question on Stack Overflow. I think I'm getting a little choked up. :),False
604,"Yeah, performance should be the same.  But the SELECT * FROM Table1, Table2 WHERE ... syntax is EVIL!",False
605,"Of course, it's only a security issue if you 'write(f, &a, sizeof(a))', which can produce different file encoding on different processors / compilers.  Well formatted output would be safe without the memset.",False
606,"Not quite.. In C++, if the first member cannot be zero-constructed then {0} will not work. Ex: struct A { B b; int i; char c; };  struct B { B(); B(string); };  A a = {};  // this statement cannot be rewritten as 'A a = {0}'.",False
607,"In PHP, yes. In JavaScript, I don't believe it matters.",False
608,"In Javascript, single and double quotes are interchangeable.",False
609,"I think there should be a badge for being able to mention thze work ""stackoverflow"" in a valid technical context on SO!",False
610,Read the PEP discussion to know.,False
611,This WMI class takes FOREVER to enumerate.  I suggest Jeff that you update your code to include Rob's tip.,False
612,"If you haven't made the .ico *properly*, try using this site to generate a ***real*** .ico: http://www.favicon.co.uk",False
613,"A note about the TRUNCATE, If one of the columns is an IDENTITY column TRUNCATE will reset the the SEED of that column to its initial value (one specified when defining table). So in a sense it is like starting with a brand new table. I find it useful for cleaning data before repopulating tables",False
614,Consolas is great if you're running ClearType on an LCD (though I haven't tried it on a CRT). Consolas is horrible if you don't have ClearType on because it was made with ClearType in mind.,False
615,Is it only me that thinks cleartype makes everything look slight out of focus? (ye sI do have an LCD!),False
616,I don't think VB.NET gets more thought before a feature is implemented than C#. I'm c'mon that just isn't the case.,False
617,That's definitely one of the more nasty hidden features. I've run into it from time to time.,False
618,"Yes, I know the problems mixing the two can cause.  What I don't understand is why some people blame that on tabs.  The problem is mixing them, not tabs in particular.  You could solve the problem by replacing tabs with spaces, but you could also solve the problem by replacing spaces with tabs.",False
619,"Personally, I have far better luck with order lemon applications and instruction orange utilities.  Command lime programs are way more trouble than they're worth.",False
620,"That's probably slower than String.Join(), and harder to read in code. Does answer the question for a ""LINQ way"", though :-)",False
621,"Greg Beech's answer, while unfortunately not voted as high as my answer, I feel is the better answer. It's certainly got a few more valuable, explanatory details I didn't take the time to include.",False
622,"Yeah, I didn't want to taint the answer with my opinions. :P",True
623,Add a reference to System.Web.Dll in your project properties.  The classes you see live in System.dll which is referenced by default.,False
624,What if there are multiple rows having the maximum date value for a particular userid?,False
625,@troelskn: The HTTP 1.1 spec says otherwise (with respect to GET and HEAD requests with query params): caches MUST NOT treat responses to such URIs as fresh unless the server provides an explicit expiration time. See http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.9,False
626,Which makes it suitable for this application.,False
627,the OP didn't ask for a cryptographically strong hash algorithm :),False
628,"The Adler checksum is very weak for small amounts of data, less than a few hundred bytes. The SCTP protocol originally used Adler-32 as its checksum but had to switch to CRC-32 for this reason (in RFC 3309).

Though the questioners average size is 8K, for the smallest files it could be a problem.",False
629,Had to downvote this one for all the unnecessary List object creation.,False
630,In what ways is WampServer unstable?,False
631,"Hey don't ding this!, it may be ugly, but according to Scott Meyers, it is (almost) the correct way.  See _Effective C++_, 3d ed, Item 3 under the heading ""Avoiding duplication in const and non-cost member functions.",False
632,"While I understand that the solution may be ugly, imagine that the code that determines what to return is 50 lines long.  Then duplication is highly undesirable -- especially when you have to re-factor the code.  I've encountered this many times in my career.",False
633,"mysqli buggy and should be removed?
Utter, utter nonsense.",True
634,"The difference between this and Meyers is that Meyers has static_cast<const X&>(*this). const_cast is for removing const, not adding it.",False
635,Nobody ever got fired for following Scott Meyers :-),False
636,object properties can be iterated via foreach in php5+,False
637,"For those of us RegEx'd challenged, would you mind writing out in plain english your RegEx pattern. In other words, ""the ^ does this"", etc...",False
638,"The question seems to make sense to me. Although he said 'assign a function the the variable', he seems to be asking (I'll use a bit of C++ terminology) how to assign a method operator() to his object. This does not seem to me a bad question, even if the answer's ""no"".",False
639,"<noscript> IS the most semanticly accurate way to specify non-javascript content - and rather then detecting if javascript is disabled, detect if it's enabled. So show the ""you need javascript to properly use my site"" message by default, but hide it with a javascript function immediately onLoad.",False
640,Ouch... you may already be in trouble if you're counting on const == ROM.  Compilers just aren't good enough to prove such a strong assertion.,True
641,Should probably mention the import lib somewhere.  OK I'll go away now. :),False
642,XOR against all 1s.,False
643,"nice write up, you might want to mention multi-arg ctors with default params can also act as single arg ctor, e.g., Object( const char* name=NULL, int otype=0).",False
644,"Your answer works, but it's not very efficient because of the set.toArray( ) part.",False
645,"If myHashSet is large, then this will be a rather slow solution since on average, (n / 2) iterations will be needed to find the random object.",False
646,"witkamp is correct that in general it's bad to use const_cast. This is a specific case where it isn't, as Meyers explains. @Adam: ROM => const is fine. const == ROM is obviously nonsense since anyone can cast non-const to const willy-nilly: it's equivalent to just choosing not to modify something.",False
647,"Yes, I might use 8-wide tab indentation and you might use 6-width tab indentation.  Just like I might use 8 spaces to indent, while you might use 6 spaces to indent.  In *both* cases, you have to agree on indentation width.  Once more, they are equal, yet tabs get the blame.  Why?",False
648,"And no, if I use 8-wide tabs and you use 6-wide tabs, and we share code, it doesn't get messed up.  It's all just a single tab to the Python interpreter.",False
649,"This is code that I have used in a project at work, that I figured out myself without that article.  The OP says he wants to use jQuery.  Go flame someone else.",True
650,"Not sure why you're using cat there.

Use foo.c or foo.pl as the filename to pass to sed.

sed '/^\s*$/d' foo.c | wc -l",False
651,This question is too subjective.,False
652,"I wouldn't call it subjective, but flame bait. But there are some objective facts regarding it.",True
653,Probably the simplest of all the currently offered solutions... although I'd use $(...) instead of backticks.,False
654,"Simplest but adds a dependency (not a huge or weird one, I admit). It also needs to know the suffix.",False
655,Outstanding answer! A++++++ WOULD ASK FROM AGAIN,False
656,What is with the downvotes on all the recent questions?  This seems like a valid question to me.,False
657,"""method interception, dynamic loading, mobile code, runtime reflection"" can all be done in Java, just for the record.",True
658,It doesn't matter how you added it if an assembly with the same name/version exists in the GAC it will load that one.,False
659,"This can also be for historical reasons. When you are converting module to package, module.py to module/__init__.py all existing code can use it as before but now module can have submodules.",False
660,"Just a small addition, to use the `with` statement in Python 2.5 you need to add ""from __future__ import with_statement"". Other than that, opening files with the `with` statement is definitely more readable and less error-prone than manual closing.",False
661,The only downside I can see to your solution is that unless you know what it is doing it is a bit obtuse. Using the double convert method makes your intentions more obvious to futire code maintainers.  BTW I have not downvoted you. I think I'll start using your method too.  Thankyou @aku,False
662,Or you could use Debugger.Launch() you will have to include a using statement for The Systems.Diagnostics namespace.,False
